Ranking,Cidade,UF,Populacao,NotaOportunidadeParcial,Status,SERP_Keyword,Sociais,Diretorios,Marketplaces,SitesProprios,TotalResultadosSERP,IndiceConcorrenciaFraca,BarraConcorrenciaFraca,NotaFinal,Observacoes
417,Pacajus,CE,75454,1637,🟡 livre,desentupidora Pacajus,2,0,0,6,8,0.2500,███░░░░░░░,2046,
418,Xinguara,PA,57768,1635,🟡 livre,desentupidora Xinguara,0,0,0,9,9,0.0000,░░░░░░░░░░,1635,
419,Trairi,CE,62004,1625,🟡 livre,desentupidora Trairi,1,0,0,8,9,0.1111,█░░░░░░░░░,1806,
420,Açailândia,MA,110611,1582,🟡 livre,desentupidora Açailândia,1,0,0,7,8,0.1250,█░░░░░░░░░,1780,
421,Rolim de Moura,RO,62959,1423,🟡 livre,desentupidora Rolim de Moura,1,1,0,7,9,0.2222,██░░░░░░░░,1739,
422,Santana,AP,118803,1414,🟡 livre,desentupidora Santana,0,0,0,9,9,0.0000,░░░░░░░░░░,1414,
423,Morada Nova,CE,65390,1399,🟡 livre,desentupidora Morada Nova,0,1,0,8,9,0.1111,█░░░░░░░░░,1554,
424,Tutóia,MA,55076,1366,🟡 livre,desentupidora Tutóia,1,0,0,6,7,0.1429,█░░░░░░░░░,1561,
425,Ribeira do Pombal,BA,56316,1216,🟡 livre,desentupidora Ribeira do Pombal,1,0,0,8,9,0.1111,█░░░░░░░░░,1351,
426,Queimadas,PB,50698,852,🟡 livre,desentupidora Queimadas,1,0,0,7,8,0.1250,█░░░░░░░░░,959,
427,Itupiranga,PA,52201,820,🟡 livre,desentupidora Itupiranga,1,0,0,8,9,0.1111,█░░░░░░░░░,911,
428,Bento Gonçalves,RS,127977,704,🟡 livre,desentupidora Bento Gonçalves,1,1,0,8,10,0.2000,██░░░░░░░░,845,
429,Seropédica,RJ,84794,534,🟡 livre,desentupidora Seropédica,0,0,0,9,9,0.0000,░░░░░░░░░░,534,
430,Itaitinga,CE,72512,413,🟡 livre,desentupidora Itaitinga,1,0,0,7,8,0.1250,█░░░░░░░░░,465,
431,Dom Eliseu,PA,62823,333,🟡 livre,desentupidora Dom Eliseu,1,1,0,7,9,0.2222,██░░░░░░░░,407,
432,São José de Mipibu,RN,50053,265,🟡 livre,desentupidora São José de Mipibu,1,0,0,8,9,0.1111,█░░░░░░░░░,294,
433,Videira,SC,59074,236,🟡 livre,desentupidora Videira,2,0,0,7,9,0.2222,██░░░░░░░░,288,
434,Catu,BA,50109,100,🟡 livre,desentupidora Catu,1,0,0,8,9,0.1111,█░░░░░░░░░,111,
435,Campo Bom,RS,64719,91,🟡 livre,desentupidora Campo Bom,2,0,0,7,9,0.2222,██░░░░░░░░,111,
436,Teresópolis,RJ,176735,0,🟡 livre,desentupidora Teresópolis,1,1,0,7,9,0.2222,██░░░░░░░░,0,
436,Abaetetuba,PA,172344,0,🟡 livre,desentupidora Abaetetuba,1,1,0,7,9,0.2222,██░░░░░░░░,0,
436,Nilópolis,RJ,155500,0,🟡 livre,desentupidora Nilópolis,0,1,0,8,9,0.1111,█░░░░░░░░░,0,
436,Brusque,SC,155307,0,🟡 livre,desentupidora Brusque,2,2,0,5,9,0.4444,████░░░░░░,0,
436,Queimados,RJ,149135,0,🟡 livre,desentupidora Queimados,1,2,0,7,10,0.3000,███░░░░░░░,0,
436,Cametá,PA,144859,0,🟡 livre,desentupidora Cametá,2,0,0,6,8,0.2500,███░░░░░░░,0,
436,Itaituba,PA,135369,0,🟡 livre,desentupidora Itaituba,1,1,0,7,9,0.2222,██░░░░░░░░,0,
436,Bragança,PA,132489,0,🟡 livre,desentupidora Bragança,0,0,0,9,9,0.0000,░░░░░░░░░░,0,
436,Camboriú,SC,117324,0,🟡 livre,desentupidora Camboriú,1,0,0,8,9,0.1111,█░░░░░░░░░,0,
436,Breves,PA,116058,0,🟡 livre,desentupidora Breves,2,0,0,7,9,0.2222,██░░░░░░░░,0,
436,Itacoatiara,AM,113917,0,🟡 livre,desentupidora Itacoatiara,2,1,0,6,9,0.3333,███░░░░░░░,0,
436,Manacapuru,AM,111751,0,🟡 livre,desentupidora Manacapuru,1,0,0,8,9,0.1111,█░░░░░░░░░,0,
436,Vilhena,RO,109651,0,🟡 livre,desentupidora Vilhena,2,2,0,5,9,0.4444,████░░░░░░,0,
436,Erechim,RS,109609,0,🟡 livre,desentupidora Erechim,2,2,0,6,10,0.4000,████░░░░░░,0,
436,Santa Cruz do Capibaribe,PE,104854,0,🟡 livre,desentupidora Santa Cruz do Capibaribe,1,1,0,7,9,0.2222,██░░░░░░░░,0,
436,Japeri,RJ,102171,0,🟡 livre,desentupidora Japeri,1,1,0,7,9,0.2222,██░░░░░░░░,0,
436,Parintins,AM,101855,0,🟡 livre,desentupidora Parintins,2,0,0,7,9,0.2222,██░░░░░░░░,0,
436,Cruzeiro do Sul,AC,98916,0,🟡 livre,desentupidora Cruzeiro do Sul,0,0,0,9,9,0.0000,░░░░░░░░░░,0,
436,Tucuruí,PA,96119,0,🟡 livre,desentupidora Tucuruí,2,1,0,6,9,0.3333,███░░░░░░░,0,
436,Navegantes,SC,96046,0,🟡 livre,desentupidora Navegantes,1,0,0,8,9,0.1111,█░░░░░░░░░,0,
436,Moju,PA,91760,0,🟡 livre,desentupidora Moju,1,0,0,7,8,0.1250,█░░░░░░░░░,0,
436,Santa Inês,MA,88249,0,🟡 livre,desentupidora Santa Inês,0,0,0,9,9,0.0000,░░░░░░░░░░,0,
436,Pinheiro,MA,88091,0,🟡 livre,desentupidora Pinheiro,2,0,0,7,9,0.2222,██░░░░░░░░,0,
436,Barra do Corda,MA,87757,0,🟡 livre,desentupidora Barra do Corda,1,0,0,7,8,0.1250,█░░░░░░░░░,0,
436,Quixeramobim,CE,86431,0,🟡 livre,desentupidora Quixeramobim,1,0,0,7,8,0.1250,█░░░░░░░░░,0,
436,Chapadinha,MA,84395,0,🟡 livre,desentupidora Chapadinha,1,0,0,6,7,0.1429,█░░░░░░░░░,0,
436,Biguaçu,SC,83756,0,🟡 livre,desentupidora Biguaçu,2,1,0,5,8,0.3750,████░░░░░░,0,
436,Carpina,PE,83482,0,🟡 livre,desentupidora Carpina,1,1,0,7,9,0.2222,██░░░░░░░░,0,
436,Tefé,AM,80137,0,🟡 livre,desentupidora Tefé,1,0,0,7,8,0.1250,█░░░░░░░░░,0,
436,Santa Izabel do Pará,PA,79195,0,🟡 livre,desentupidora Santa Izabel do Pará,1,0,0,7,8,0.1250,█░░░░░░░░░,0,
436,Rio do Sul,SC,77451,0,🟡 livre,desentupidora Rio do Sul,3,0,0,5,8,0.3750,████░░░░░░,0,
436,Grajaú,MA,76837,0,🟡 livre,desentupidora Grajaú,0,0,0,9,9,0.0000,░░░░░░░░░░,0,
436,Caçador,SC,76298,0,🟡 livre,desentupidora Caçador,2,0,0,6,8,0.2500,███░░░░░░░,0,
436,Alenquer,PA,75882,0,🟡 livre,desentupidora Alenquer,1,0,0,8,9,0.1111,█░░░░░░░░░,0,
436,Capanema,PA,75309,0,🟡 livre,desentupidora Capanema,2,1,0,6,9,0.3333,███░░░░░░░,0,
436,Tailândia,PA,75290,0,🟡 livre,desentupidora Tailândia,1,1,0,7,9,0.2222,██░░░░░░░░,0,
436,Coari,AM,73576,0,🟡 livre,desentupidora Coari,0,0,0,6,6,0.0000,░░░░░░░░░░,0,
436,Tabatinga,AM,73348,0,🟡 livre,desentupidora Tabatinga,0,0,0,8,8,0.0000,░░░░░░░░░░,0,
436,Tomé-Açu,PA,73058,0,🟡 livre,desentupidora Tomé-Açu,0,0,0,9,9,0.0000,░░░░░░░░░░,0,
436,Oriximiná,PA,72889,0,🟡 livre,desentupidora Oriximiná,1,0,0,8,9,0.1111,█░░░░░░░░░,0,
436,Farroupilha,RS,72552,0,🟡 livre,desentupidora Farroupilha,1,0,0,8,9,0.1111,█░░░░░░░░░,0,
436,Sousa,PB,70066,0,🟡 livre,desentupidora Sousa,2,0,0,7,9,0.2222,██░░░░░░░░,0,
436,Igarapé-Miri,PA,69446,0,🟡 livre,desentupidora Igarapé-Miri,0,0,0,8,8,0.0000,░░░░░░░░░░,0,
436,Benevides,PA,68962,0,🟡 livre,desentupidora Benevides,1,0,0,5,6,0.1667,██░░░░░░░░,0,
436,Iranduba,AM,68862,0,🟡 livre,desentupidora Iranduba,1,0,0,8,9,0.1111,█░░░░░░░░░,0,
436,Extremoz,RN,68584,0,🟡 livre,desentupidora Extremoz,1,0,0,7,8,0.1250,█░░░░░░░░░,0,
436,Ouricuri,PE,68489,0,🟡 livre,desentupidora Ouricuri,3,0,0,5,8,0.3750,████░░░░░░,0,
436,Portel,PA,67580,0,🟡 livre,desentupidora Portel,1,0,0,8,9,0.1111,█░░░░░░░░░,0,
436,Montenegro,RS,66352,0,🟡 livre,desentupidora Montenegro,1,0,0,6,7,0.1429,█░░░░░░░░░,0,
436,Bezerros,PE,65007,0,🟡 livre,desentupidora Bezerros,1,0,0,8,9,0.1111,█░░░░░░░░░,0,
436,São Félix do Xingu,PA,64651,0,🟡 livre,desentupidora São Félix do Xingu,0,1,0,8,9,0.1111,█░░░░░░░░░,0,
436,Monte Alegre,PA,64002,0,🟡 livre,desentupidora Monte Alegre,0,1,0,8,9,0.1111,█░░░░░░░░░,0,
436,Camaquã,RS,63961,0,🟡 livre,desentupidora Camaquã,2,0,0,7,9,0.2222,██░░░░░░░░,0,
436,Carazinho,RS,63670,0,🟡 livre,desentupidora Carazinho,2,0,0,7,9,0.2222,██░░░░░░░░,0,
436,Nova Mutum,MT,63455,0,🟡 livre,desentupidora Nova Mutum,2,0,0,7,9,0.2222,██░░░░░░░░,0,
436,Humaitá,AM,63454,0,🟡 livre,desentupidora Humaitá,0,0,0,9,9,0.0000,░░░░░░░░░░,0,
436,Acará,PA,63110,0,🟡 livre,desentupidora Acará,2,0,0,7,9,0.2222,██░░░░░░░░,0,
436,Viseu,PA,62189,0,🟡 livre,desentupidora Viseu,1,0,0,7,8,0.1250,█░░░░░░░░░,0,
436,Escada,PE,62174,0,🟡 livre,desentupidora Escada,1,0,0,7,8,0.1250,█░░░░░░░░░,0,
436,Capitão Poço,PA,60318,0,🟡 livre,desentupidora Capitão Poço,1,0,0,8,9,0.1111,█░░░░░░░░░,0,
436,Penedo,AL,60185,0,🟡 livre,desentupidora Penedo,0,0,0,9,9,0.0000,░░░░░░░░░░,0,
436,Paudalho,PE,59924,0,🟡 livre,desentupidora Paudalho,0,0,0,8,8,0.0000,░░░░░░░░░░,0,
436,Cachoeiras de Macacu,RJ,59861,0,🟡 livre,desentupidora Cachoeiras de Macacu,0,0,0,9,9,0.0000,░░░░░░░░░░,0,
436,Limoeiro,PE,59236,0,🟡 livre,desentupidora Limoeiro,2,0,0,6,8,0.2500,███░░░░░░░,0,
436,Açu,RN,59099,0,🟡 livre,desentupidora Açu,0,0,0,8,8,0.0000,░░░░░░░░░░,0,
436,Santa Luzia,MA,58839,0,🟡 livre,desentupidora Santa Luzia,1,0,0,8,9,0.1111,█░░░░░░░░░,0,
436,Manicoré,AM,58018,0,🟡 livre,desentupidora Manicoré,1,0,0,7,8,0.1250,█░░░░░░░░░,0,
436,São Gabriel da Cachoeira,AM,57396,0,🟡 livre,desentupidora São Gabriel da Cachoeira,2,0,0,7,9,0.2222,██░░░░░░░░,0,
436,Mafra,SC,57262,0,🟡 livre,desentupidora Mafra,3,0,0,5,8,0.3750,████░░░░░░,0,
436,Rondon do Pará,PA,57031,0,🟡 livre,desentupidora Rondon do Pará,0,0,0,8,8,0.0000,░░░░░░░░░░,0,
436,Baião,PA,56850,0,🟡 livre,desentupidora Baião,1,0,0,8,9,0.1111,█░░░░░░░░░,0,
436,Buriticupu,MA,56733,0,🟡 livre,desentupidora Buriticupu,1,0,0,7,8,0.1250,█░░░░░░░░░,0,
436,Palmares,PE,56475,0,🟡 livre,desentupidora Palmares,1,0,0,7,8,0.1250,█░░░░░░░░░,0,
436,São Miguel do Guamá,PA,55970,0,🟡 livre,desentupidora São Miguel do Guamá,0,0,0,9,9,0.0000,░░░░░░░░░░,0,
436,Jaru,RO,55682,0,🟡 livre,desentupidora Jaru,1,0,0,7,8,0.1250,█░░░░░░░░░,0,
436,Óbidos,PA,55527,0,🟡 livre,desentupidora Óbidos,2,0,0,7,9,0.2222,██░░░░░░░░,0,
436,Xanxerê,SC,54891,0,🟡 livre,desentupidora Xanxerê,2,1,0,6,9,0.3333,███░░░░░░░,0,
436,Caetité,BA,54730,0,🟡 livre,desentupidora Caetité,0,0,0,8,8,0.0000,░░░░░░░░░░,0,
436,Taquara,RS,54353,0,🟡 livre,desentupidora Taquara,1,0,0,8,9,0.1111,█░░░░░░░░░,0,
436,Guapimirim,RJ,54311,0,🟡 livre,desentupidora Guapimirim,0,0,0,9,9,0.0000,░░░░░░░░░░,0,
436,Juruti,PA,54255,0,🟡 livre,desentupidora Juruti,2,0,0,7,9,0.2222,██░░░░░░░░,0,
436,Vigia,PA,54062,0,🟡 livre,desentupidora Vigia,1,0,0,7,8,0.1250,█░░░░░░░░░,0,
436,Parobé,RS,53569,0,🟡 livre,desentupidora Parobé,0,0,0,9,9,0.0000,░░░░░░░░░░,0,
436,Viana,MA,53176,0,🟡 livre,desentupidora Viana,1,0,0,7,8,0.1250,█░░░░░░░░░,0,
436,Barra Velha,SC,52860,0,🟡 livre,desentupidora Barra Velha,2,0,0,7,9,0.2222,██░░░░░░░░,0,
436,Tobias Barreto,SE,52783,0,🟡 livre,desentupidora Tobias Barreto,1,0,0,8,9,0.1111,█░░░░░░░░░,0,
436,Campo Novo do Parecis,MT,51722,0,🟡 livre,desentupidora Campo Novo do Parecis,3,0,0,6,9,0.3333,███░░░░░░░,0,
436,Guaramirim,SC,51009,0,🟡 livre,desentupidora Guaramirim,1,0,0,9,10,0.1000,█░░░░░░░░░,0,
436,Poções,BA,50773,0,🟡 livre,desentupidora Poções,0,0,1,8,9,0.1111,█░░░░░░░░░,0,
fora-do-universo,Joinville,SC,~600000,,🟢 cadastrada,desentupidora Joinville,1,0,0,8,9,0.1111,█░░░░░░░░░,,Fora do universo de 524 cidades (populacao > 200k) - publicada mesmo assim
fora-do-universo,Maringá,PR,~430000,,🟢 cadastrada,desentupidora Maringá,1,0,0,6,7,0.1429,█░░░░░░░░░,,Fora do universo de 524 cidades (populacao > 200k) - publicada mesmo assim
